,location,total_sqft,bath,price,bhk
4025,Kanakapura,1283.0,2.0,68.0,2
4026,Kanakapura,2130.0,4.0,120.0,4
4028,Kanakapura,938.0,1.0,50.0,1
4029,Kanakapura,825.0,1.0,35.475,1
4030,Kanakapura,1489.0,2.0,70.0,3
4031,Kanakapura,1477.0,2.0,69.5,3
4032,Kanakpura Road,700.0,2.0,36.0,2
4033,Kanakpura Road,1665.0,3.0,88.0,3
4034,Kanakpura Road,950.0,2.0,57.0,2
4035,Kanakpura Road,2250.0,4.0,110.0,4
4037,Kanakpura Road,525.0,1.0,26.0,1
4041,Kanakpura Road,525.0,1.0,27.25,1
4042,Kanakpura Road,1100.0,2.0,58.0,3
4043,Kanakpura Road,525.0,1.0,30.0,1
4045,Kanakpura Road,1339.0,2.0,75.0,2
4046,Kanakpura Road,1100.0,3.0,58.0,3
4047,Kanakpura Road,525.0,1.0,26.0,1
4049,Kanakpura Road,1843.0,3.0,95.84,3
4050,Kanakpura Road,1290.0,2.0,74.0,2
4052,Kanakpura Road,1665.0,3.0,86.58,3
4054,Kanakpura Road,1542.0,2.0,85.0,3
4055,Kanakpura Road,1300.0,2.0,69.0,3
4061,Kanakpura Road,1495.0,2.0,90.0,2
4064,Kanakpura Road,1560.0,3.0,92.0,3
4067,Kanakpura Road,1420.0,2.0,75.0,3
4069,Kanakpura Road,825.0,1.0,36.29,1
4070,Kanakpura Road,983.0,2.0,50.6,2
4075,Kanakpura Road,1843.0,3.0,95.84,3
4076,Kanakpura Road,1500.0,3.0,97.0,3
4078,Kanakpura Road,1366.0,3.0,76.85,2
4080,Kanakpura Road,525.0,1.0,25.0,1
4082,Kanakpura Road,2265.0,3.0,136.0,3
4087,Kanakpura Road,2200.0,3.0,130.0,3
4088,Kanakpura Road,525.0,1.0,30.0,1
4090,Kanakpura Road,1051.0,2.0,56.74,2
4091,Kanakpura Road,525.0,1.0,30.0,1
4096,Kanakpura Road,1300.0,3.0,69.0,3
4097,Kanakpura Road,700.0,2.0,40.0,2
4098,Kanakpura Road,458.0,1.0,19.695,1
4099,Kanakpura Road,1700.0,3.0,88.0,3
4102,Kanakpura Road,2775.0,3.0,165.0,4
4103,Kanakpura Road,1900.0,3.0,99.0,3
4104,Kanakpura Road,1290.0,2.0,80.0,2
4109,Kanakpura Road,1868.0,3.0,113.0,3
4111,Kanakpura Road,1366.0,2.0,83.0,2
4112,Kanakpura Road,700.0,2.0,40.0,2
4114,Kanakpura Road,1339.0,2.0,71.5,2
4116,Kanakpura Road,670.0,1.0,35.0,1
4123,Kanakpura Road,525.0,1.0,30.0,1
4126,Kanakpura Road,1498.0,3.0,95.0,3
4127,Kanakpura Road,1665.0,3.0,86.91,3
4128,Kanakpura Road,1665.0,3.0,86.58,3
4129,Kanakpura Road,712.0,1.0,38.44,1
4133,Kanakpura Road,1507.0,2.0,95.0,3
4137,Kanakpura Road,1339.0,2.0,85.0,2
4138,Kanakpura Road,525.0,1.0,27.0,1
4139,Kanakpura Road,525.0,1.0,27.5,1
4141,Kanakpura Road,525.0,1.0,26.25,1
4143,Kanakpura Road,525.0,1.0,26.0,1
4144,Kanakpura Road,1050.0,2.0,59.0,3
4145,Kanakpura Road,1600.0,3.0,90.0,3
4149,Kanakpura Road,1100.0,3.0,56.57,3
4152,Kanakpura Road,1843.0,3.0,96.2,3
4156,Kanakpura Road,1240.0,2.0,65.0,2
4160,Kanakpura Road,700.0,2.0,41.0,2
4164,Kanakpura Road,700.0,1.0,41.0,2
4166,Kanakpura Road,1100.0,3.0,58.0,3
4167,Kanakpura Road,1140.0,2.0,65.0,2
4169,Kanakpura Road,700.0,2.0,40.0,2
4172,Kanakpura Road,525.0,1.0,26.01,1
4175,Kanakpura Road,1322.0,2.0,70.0,2
4176,Kanakpura Road,1698.0,2.0,105.0,2
4177,Kanakpura Road,1300.0,3.0,69.0,3
4178,Kanakpura Road,1300.0,3.0,69.0,3
4180,Kanakpura Road,1167.0,2.0,63.0,2
4184,Kanakpura Road,1300.0,3.0,69.0,3
4189,Kanakpura Road,1430.0,2.0,78.0,2
4190,Kanakpura Road,700.0,2.0,36.0,2
4194,Kanakpura Road,1100.0,3.0,58.0,3
4199,Kanakpura Road,1300.0,2.0,69.0,3
4200,Kanakpura Road,2000.0,3.0,105.0,3
4201,Kanakpura Road,1200.0,2.0,62.0,2
4203,Kanakpura Road,1843.0,3.0,95.0,3
4206,Kanakpura Road,900.0,2.0,46.29,2
4207,Kanakpura Road,850.0,1.0,37.32,1
4209,Kanakpura Road,525.0,1.0,30.0,1
4210,Kanakpura Road,1938.0,3.0,105.0,3
4211,Kanakpura Road,1843.0,3.0,96.2,3
4212,Kanakpura Road,525.0,1.0,26.0,1
4216,Kanakpura Road,700.0,2.0,36.0,2
4217,Kanakpura Road,1622.0,3.0,95.0,3
4222,Kannamangala,957.0,2.0,58.0,2
4223,Kannamangala,957.0,2.0,56.0,2
4224,Kannamangala,3000.0,4.0,200.0,4
4225,Kannamangala,1536.0,3.0,89.0,3
4226,Kannamangala,2400.0,4.0,130.0,4
4227,Kannamangala,1574.0,3.0,93.34,3
4228,Kannamangala,957.0,2.0,52.5,2
4229,Kannamangala,1536.0,3.0,104.0,3
4230,Kannamangala,957.0,2.0,54.5,2
4231,Kannamangala,2422.0,4.0,135.0,4
4232,Kannamangala,957.0,2.0,55.0,2
4233,Kannamangala,957.0,2.0,56.0,2
4234,Karuna Nagar,2500.0,3.0,180.0,3
4235,Karuna Nagar,2500.0,3.0,190.0,3
4236,Karuna Nagar,1962.0,3.0,175.0,3
4237,Karuna Nagar,1057.0,2.0,65.0,2
4238,Karuna Nagar,1354.0,2.0,98.0,3
4239,Karuna Nagar,1945.0,3.0,115.0,3
4240,Karuna Nagar,1960.0,3.0,165.0,3
4241,Kasavanhalli,1060.0,2.0,58.06,2
4242,Kasavanhalli,1563.05,3.0,105.0,3
4243,Kasavanhalli,1717.0,3.0,99.0,3
4245,Kasavanhalli,3260.0,4.0,240.0,4
4246,Kasavanhalli,1349.0,2.0,78.0,2
4247,Kasavanhalli,1121.0,2.0,78.0,2
4248,Kasavanhalli,1100.0,2.0,50.0,2
4250,Kasavanhalli,1200.0,2.0,78.0,2
4253,Kasavanhalli,1476.0,3.0,89.0,3
4255,Kasavanhalli,1200.0,2.0,50.0,2
4256,Kasavanhalli,1719.0,3.0,116.0,3
4257,Kasavanhalli,1115.0,2.0,50.0,2
4258,Kasavanhalli,1125.0,2.0,61.2,2
4259,Kasavanhalli,2170.0,3.0,151.0,3
4262,Kasavanhalli,1476.0,3.0,95.0,3
4263,Kasavanhalli,1200.0,2.0,50.3,2
4265,Kasavanhalli,1787.0,3.0,123.0,3
4266,Kasavanhalli,1090.0,2.0,59.8,2
4267,Kasavanhalli,1691.0,3.0,104.0,3
4268,Kasavanhalli,4260.0,4.0,272.0,4
4269,Kasavanhalli,2111.0,4.0,120.0,3
4271,Kasavanhalli,950.0,2.0,39.0,2
4276,Kasavanhalli,770.0,1.0,43.82,1
4277,Kasavanhalli,1147.0,2.0,60.0,2
4278,Kasavanhalli,1375.0,2.0,72.0,2
4280,Kasavanhalli,1200.0,2.0,60.0,2
4281,Kasavanhalli,4260.0,4.0,333.0,4
4282,Kasavanhalli,1495.0,2.0,83.0,2
4283,Kasavanhalli,4000.0,4.0,325.0,4
4284,Kasavanhalli,1225.0,2.0,69.0,3
4285,Kasavanhalli,1917.0,3.0,132.0,3
4286,Kasavanhalli,1375.0,2.0,78.0,2
4287,Kasavanhalli,4408.0,4.0,344.0,4
4288,Kasavanhalli,1309.0,2.0,95.0,2
4289,Kasavanhalli,1476.0,3.0,105.0,3
4290,Kasavanhalli,1158.0,2.0,67.0,2
4291,Kasavanhalli,1214.0,2.0,67.0,2
4292,Kasavanhalli,2110.0,4.0,120.0,3
4293,Kasavanhalli,1495.0,2.0,110.0,2
4294,Kasavanhalli,1575.0,2.0,85.0,2
4295,Kasavanhalli,1069.0,2.0,55.0,2
4296,Kasavanhalli,1100.0,2.0,68.0,2
4297,Kasavanhalli,1715.0,3.0,112.0,3
4298,Kasavanhalli,1100.0,2.0,65.0,2
4299,Kasavanhalli,1230.0,2.0,66.25,2
4300,Kasavanhalli,1819.0,3.0,150.0,3
4303,Kasavanhalli,1585.0,2.0,90.0,2
4304,Kasavanhalli,1245.0,2.0,80.0,2
4305,Kasavanhalli,2035.0,3.0,142.0,3
4306,Kasavanhalli,1747.0,3.0,110.0,3
4307,Kasavanhalli,1377.0,2.0,80.0,2
4308,Kasavanhalli,1181.0,2.0,61.0,2
4309,Kasavanhalli,1121.0,2.0,75.0,2
4310,Kasturi Nagar,1925.0,3.0,125.0,3
4311,Kasturi Nagar,1567.0,2.0,92.0,2
4314,Kasturi Nagar,1080.0,2.0,80.0,2
4315,Kasturi Nagar,1101.0,2.0,65.0,2
4317,Kasturi Nagar,1896.0,3.0,125.0,4
4318,Kasturi Nagar,1100.0,2.0,58.0,2
4319,Kasturi Nagar,1570.0,3.0,110.0,3
4320,Kasturi Nagar,1000.0,2.0,58.0,2
4321,Kasturi Nagar,1101.0,2.0,66.0,2
4322,Kasturi Nagar,2507.0,4.0,155.0,4
4323,Kathriguppe,1400.0,2.0,77.0,3
4324,Kathriguppe,1250.0,2.0,68.75,3
4325,Kathriguppe,1245.0,2.0,68.48,3
4326,Kathriguppe,1350.0,2.0,87.01,3
4327,Kathriguppe,1350.0,2.0,80.99,3
4328,Kathriguppe,1365.0,2.0,75.08,3
4329,Kathriguppe,1300.0,3.0,77.99,3
4330,Kathriguppe,1350.0,2.0,80.99,3
4331,Kathriguppe,1390.0,2.0,76.45,3
4332,Kathriguppe,1350.0,3.0,78.3,3
4333,Kathriguppe,1250.0,2.0,68.75,3
4334,Kathriguppe,1300.0,3.0,77.99,3
4335,Kathriguppe,1335.0,2.0,73.43,3
4336,Kathriguppe,1300.0,3.0,77.99,3
4337,Kathriguppe,1300.0,3.0,77.99,3
4338,Kathriguppe,1335.0,2.0,73.43,3
4339,Kathriguppe,1350.0,3.0,80.99,3
4340,Kathriguppe,1250.0,2.0,68.75,2
4341,Kathriguppe,1350.0,3.0,80.99,3
4342,Kaval Byrasandra,1200.0,2.0,52.0,2
4343,Kaval Byrasandra,1020.0,2.0,52.0,2
4344,Kaval Byrasandra,1200.0,2.0,49.5,2
4345,Kaval Byrasandra,945.0,2.0,50.0,2
4346,Kaval Byrasandra,1060.0,2.0,45.0,2
4347,Kaval Byrasandra,1100.0,2.0,46.0,2
4348,Kaval Byrasandra,1185.0,2.0,49.0,2
4349,Kaval Byrasandra,997.0,2.0,53.0,2
4350,Kaval Byrasandra,1060.0,2.0,42.0,2
4351,Kaval Byrasandra,480.0,1.0,25.0,1
4352,Kaval Byrasandra,1125.0,2.0,41.5,2
4353,Kaval Byrasandra,1180.0,2.0,60.0,2
4354,Kaval Byrasandra,1450.0,3.0,75.0,3
4355,Kaval Byrasandra,1066.0,2.0,55.0,2
4356,Kaval Byrasandra,1025.0,2.0,60.0,2
4357,Kaval Byrasandra,1400.0,3.0,75.0,3
4358,Kenchenahalli,1015.0,2.0,58.0,2
4359,Kenchenahalli,715.0,1.0,45.0,1
4360,Kenchenahalli,1150.0,2.0,58.0,2
4361,Kenchenahalli,1280.0,2.0,69.0,3
4363,Kenchenahalli,870.0,1.0,45.0,2
4364,Kenchenahalli,1150.0,2.0,60.0,2
4365,Kenchenahalli,700.0,1.0,35.0,1
4366,Kenchenahalli,1060.0,2.0,52.0,2
4367,Kenchenahalli,1150.0,2.0,57.0,2
4368,Kenchenahalli,1720.0,3.0,100.0,3
4369,Kenchenahalli,1015.0,2.0,60.0,2
4371,Kengeri,750.0,2.0,38.0,2
4373,Kengeri,1197.0,2.0,50.0,2
4374,Kengeri,1200.0,2.0,58.0,2
4376,Kengeri,726.0,2.0,31.0,2
4378,Kengeri,1025.0,2.0,57.0,2
4380,Kengeri,1082.0,2.0,49.0,3
4383,Kengeri,750.0,2.0,36.0,2
4384,Kengeri,963.0,2.0,40.0,2
4386,Kengeri,726.0,2.0,35.0,2
4387,Kengeri,416.0,1.0,19.5,1
4388,Kengeri,900.0,2.0,45.0,2
4391,Kengeri,502.0,1.0,25.0,1
4393,Kengeri,1200.0,3.0,67.0,3
4394,Kengeri,725.0,2.0,30.0,2
4395,Kengeri,500.0,1.0,17.0,1
4396,Kengeri,540.0,1.0,22.5,1
4397,Kengeri,750.0,2.0,35.5,2
4398,Kengeri,1741.0,3.0,80.0,3
4400,Kengeri,1200.0,2.0,58.0,2
4403,Kengeri,750.0,2.0,36.5,2
4405,Kengeri,416.0,1.0,18.0,1
4407,Kengeri,883.0,2.0,49.0,2
4408,Kengeri,1052.0,2.0,51.0,2
4409,Kengeri,1220.0,2.0,63.0,2
4410,Kengeri,1150.0,1.0,52.0,1
4411,Kengeri,1192.0,2.0,53.5,2
4413,Kengeri,750.0,2.0,40.0,2
4414,Kengeri,1035.0,2.0,51.5,2
4415,Kengeri,3000.0,5.0,130.0,8
4416,Kengeri,410.0,1.0,15.0,1
4417,Kengeri,416.0,1.0,17.19,1
4420,Kengeri,2500.0,4.0,100.0,5
4421,Kengeri,550.0,1.0,16.75,1
4422,Kengeri Satellite Town,890.0,2.0,35.0,2
4423,Kengeri Satellite Town,883.0,2.0,45.0,2
4424,Kengeri Satellite Town,1415.0,2.0,66.0,3
4425,Kengeri Satellite Town,930.0,1.0,30.0,1
4426,Kengeri Satellite Town,1635.0,2.0,78.0,3
4427,Kengeri Satellite Town,1050.0,2.0,43.0,2
4428,Kengeri Satellite Town,1007.0,2.0,42.0,2
4429,Kengeri Satellite Town,635.0,1.0,22.0,2
4430,Kengeri Satellite Town,818.0,2.0,26.0,2
4431,Kengeri Satellite Town,1030.0,2.0,50.0,2
4432,Kengeri Satellite Town,1200.0,2.0,65.0,2
4433,Kengeri Satellite Town,795.0,2.0,32.0,2
4434,Kengeri Satellite Town,1302.5,2.0,44.285,2
4435,Kengeri Satellite Town,800.0,2.0,40.0,2
4436,Kengeri Satellite Town,654.0,1.0,22.0,1
4437,Kengeri Satellite Town,1060.0,2.0,42.0,2
4438,Kengeri Satellite Town,750.0,2.0,33.0,2
4439,Kengeri Satellite Town,920.0,2.0,39.0,2
4440,Kengeri Satellite Town,985.0,2.0,42.0,2
4441,Kengeri Satellite Town,410.0,1.0,15.0,1
4442,Kengeri Satellite Town,1120.0,2.0,49.0,2
4444,Kengeri Satellite Town,1110.0,2.0,43.0,2
4445,Kengeri Satellite Town,1170.0,2.0,50.0,2
4446,Kengeri Satellite Town,777.4,2.0,25.0,2
4447,Kengeri Satellite Town,800.0,2.0,32.0,2
4448,Kereguddadahalli,950.0,2.0,32.0,2
4449,Kereguddadahalli,1400.0,2.0,48.0,3
4450,Kereguddadahalli,800.0,2.0,28.0,2
4451,Kereguddadahalli,904.0,2.0,30.0,2
4453,Kereguddadahalli,1000.0,2.0,30.0,2
4454,Kereguddadahalli,1240.0,3.0,41.0,3
4455,Kereguddadahalli,600.0,1.0,19.5,1
4456,Kereguddadahalli,1080.0,2.0,32.0,2
4457,Kereguddadahalli,1000.0,2.0,34.0,2
4460,Kereguddadahalli,1015.0,2.0,35.0,2
4461,Kodichikkanahalli,1190.0,2.0,57.0,3
4462,Kodichikkanahalli,995.0,2.0,41.0,2
4464,Kodichikkanahalli,1495.0,2.0,75.0,3
4465,Kodichikkanahalli,1125.0,2.0,52.0,2
4466,Kodichikkanahalli,1150.0,2.0,48.0,2
4467,Kodichikkanahalli,1070.0,2.0,43.0,2
4468,Kodichikkanahalli,1620.0,2.0,85.0,3
4470,Kodichikkanahalli,1026.0,2.0,45.0,2
4472,Kodichikkanahalli,450.0,1.0,18.0,1
4473,Kodichikkanahalli,907.0,2.0,38.5,2
4474,Kodichikkanahalli,1181.0,2.0,57.0,2
4475,Kodichikkanahalli,900.0,2.0,42.0,2
4477,Kodichikkanahalli,1400.0,3.0,66.0,3
4478,Kodichikkanahalli,976.0,2.0,50.0,2
4479,Kodichikkanahalli,2700.0,4.0,125.0,5
4480,Kodichikkanahalli,1299.0,2.0,58.0,2
4481,Kodigehaali,1166.0,2.0,55.0,2
4482,Kodigehaali,1320.0,3.0,65.0,3
4483,Kodigehaali,1117.0,2.0,56.0,2
4484,Kodigehaali,1200.0,2.0,55.0,2
4485,Kodigehaali,1200.0,2.0,60.0,2
4486,Kodigehaali,2120.0,3.0,177.0,3
4487,Kodigehaali,1013.0,2.0,51.0,2
4488,Kodigehaali,1324.0,3.0,65.0,3
4489,Kodigehaali,965.0,2.0,38.0,2
4490,Kodigehaali,866.0,2.0,32.0,2
4491,Kodigehaali,1442.0,3.0,80.0,3
4492,Kodigehalli,1270.0,2.0,98.0,2
4493,Kodigehalli,1200.0,2.0,48.0,2
4494,Kodigehalli,655.0,1.0,53.0,1
4495,Kodigehalli,1820.0,3.0,150.0,3
4496,Kodigehalli,635.0,1.0,28.0,2
4497,Kodigehalli,1200.0,4.0,156.0,3
4498,Kodihalli,3252.0,5.0,335.0,4
4499,Kodihalli,2700.0,4.0,270.0,3
4500,Kodihalli,2392.0,4.0,260.0,3
4501,Kodihalli,2408.0,4.0,260.0,3
4502,Kodihalli,2500.0,4.0,260.0,3
4503,Kodihalli,1620.0,3.0,130.0,3
4504,Kodihalli,3260.0,5.0,388.0,4
4505,Kodihalli,3197.0,5.0,335.0,4
4506,Kodihalli,1490.0,2.0,150.0,2
4507,Kogilu,1909.0,3.0,88.0,3
4509,Kogilu,1170.0,2.0,51.99,2
4510,Kogilu,650.0,2.0,28.0,2
4511,Kogilu,1140.0,2.0,50.66,2
4512,Kogilu,1200.0,2.0,53.33,2
4513,Kogilu,1934.0,3.0,150.0,3
4514,Kogilu,540.0,1.0,36.0,1
4515,Kogilu,1559.0,3.0,127.0,3
4516,Kogilu,1190.0,2.0,50.66,2
4517,Kogilu,1140.0,2.0,50.66,2
4518,Kogilu,1559.0,3.0,120.0,3
4519,Kogilu,700.0,1.0,30.84,1
4520,Kogilu,1250.0,2.0,55.55,2
4521,Kogilu,1200.0,2.0,53.33,2
4522,Kogilu,952.0,2.0,49.0,2
4523,Kogilu,700.0,1.0,30.84,1
4524,Kogilu,1250.0,2.0,55.55,2
4525,Kogilu,2456.0,7.0,85.0,7
4526,Kogilu,1140.0,2.0,50.66,2
4527,Kogilu,1140.0,2.0,50.66,2
4528,Konanakunte,2791.0,3.0,223.0,3
4529,Konanakunte,884.0,1.0,58.0,2
4530,Konanakunte,1200.0,4.0,125.0,4
4531,Konanakunte,1200.0,2.0,130.0,4
4532,Konanakunte,2400.0,2.0,180.0,3
4534,Konanakunte,1423.0,2.0,85.0,3
4535,Koramangala,1320.0,2.0,165.0,2
4536,Koramangala,1253.0,2.0,102.0,2
4537,Koramangala,1580.0,3.0,160.0,3
4539,Koramangala,3500.0,5.0,425.0,4
4540,Koramangala,1005.0,1.0,110.0,2
4541,Koramangala,2292.0,4.0,275.0,3
4543,Koramangala,1290.0,2.0,100.0,2
4544,Koramangala,1300.0,2.0,110.0,2
4546,Koramangala,1325.0,2.0,119.0,2
4547,Koramangala,1140.0,2.0,75.2,2
4548,Koramangala,1260.0,2.0,100.0,2
4549,Koramangala,1975.0,3.0,210.0,3
4550,Koramangala,1900.0,2.0,200.0,2
4552,Koramangala,2292.0,3.0,286.0,3
4553,Koramangala,2300.0,3.0,290.0,3
4558,Koramangala,1320.0,2.0,150.0,2
4559,Koramangala,1320.0,2.0,110.0,2
4560,Koramangala,5985.0,4.0,775.0,4
4563,Koramangala,2246.0,3.0,300.0,3
4566,Koramangala,1083.0,2.0,100.0,2
4567,Koramangala,1744.0,3.0,200.0,3
4568,Koramangala,1180.0,2.0,128.0,2
4569,Koramangala,1320.0,2.0,160.0,2
4570,Koramangala,1370.0,2.0,125.0,2
4571,Koramangala,1100.0,2.0,85.0,2
4572,Koramangala,1249.0,2.0,165.0,2
4573,Koramangala,1200.0,2.0,100.0,2
4575,Koramangala,2223.0,3.0,300.0,3
4576,Koramangala,1744.0,4.0,210.0,3
4577,Koramangala,1866.0,4.0,245.0,3
4578,Koramangala,1320.0,2.0,160.0,2
4579,Koramangala,1350.0,2.0,103.0,2
4580,Koramangala,6000.0,4.0,625.0,4
4582,Koramangala,1320.0,2.0,160.0,2
4583,Koramangala,1710.0,3.0,210.0,3
4584,Koramangala,1355.0,2.0,95.0,2
4585,Koramangala,1600.0,3.0,170.0,3
4586,Koramangala,1260.0,2.0,100.0,2
4589,Kothannur,1206.0,2.0,48.23,2
4591,Kothannur,1100.0,2.0,40.0,2
4592,Kothannur,1197.0,2.0,47.88,2
4593,Kothannur,1197.0,2.0,47.8,2
4594,Kothannur,1070.0,2.0,42.79,2
4597,Kothannur,1070.0,2.0,38.6,2
4598,Kothannur,1485.0,2.0,59.4,3
4599,Kothannur,1215.0,2.0,48.6,3
4600,Kothannur,1404.0,2.0,56.15,3
4601,Kothanur,1200.0,2.0,51.0,2
4602,Kothanur,2400.0,2.0,150.0,3
4603,Kothanur,1828.0,3.0,110.0,3
4604,Kothanur,1186.0,2.0,58.0,2
4606,Kothanur,1847.0,3.0,105.0,3
4608,Kothanur,9600.0,5.0,550.0,5
4609,Kothanur,1435.0,3.0,70.0,3
4610,Kothanur,1187.0,2.0,58.0,2
4611,Kothanur,1847.0,3.0,110.0,3
4612,Kothanur,1460.0,3.0,71.0,3
4613,Kothanur,1185.0,2.0,59.0,2
4614,Kothanur,1436.0,3.0,70.0,3
4615,Kothanur,1462.0,3.0,71.0,3
4616,Kothanur,1790.0,3.0,105.0,3
4618,Kothanur,1070.0,2.0,45.5,2
4620,Kothanur,1145.0,2.0,56.0,2
4621,Kothanur,3401.0,5.0,230.0,4
4622,Kothanur,1455.0,2.0,69.0,2
4623,Kothanur,627.0,1.0,30.0,1
4624,Kothanur,1302.0,2.0,68.5,2
4625,Kothanur,1760.0,3.0,111.0,3
4626,Kothanur,1185.0,2.0,58.0,2
4627,Kothanur,1500.0,1.0,75.0,1
4628,Kothanur,1075.0,2.0,53.0,2
4629,Kothanur,1790.0,3.0,97.0,3
4630,Kothanur,2700.0,4.0,175.0,4
4631,Kothanur,1786.0,2.0,106.0,3
4632,Kothanur,1787.0,3.0,107.0,3
4633,Kothanur,1141.0,2.0,54.0,2
4634,Kothanur,1760.0,3.0,110.0,3
4636,Kothanur,1160.0,2.0,57.0,2
4637,Kothanur,1095.0,2.0,55.0,2
4638,Kothanur,1142.0,2.0,56.0,2
4639,Kothanur,1074.0,2.0,54.0,2
4640,Kothanur,1285.0,2.0,60.0,2
4641,Kothanur,1075.0,2.0,53.0,2
4642,Kothanur,1140.0,2.0,56.0,2
4643,Kothanur,1400.0,2.0,70.0,2
4646,Kothanur,1140.0,2.0,56.0,2
4647,Kothanur,1787.0,3.0,120.0,3
4648,Kothanur,1185.0,2.0,59.0,2
4650,Kothanur,1790.0,3.0,105.0,3
4651,Kothanur,1130.0,2.0,55.0,2
4652,Kothanur,1094.0,2.0,54.0,2
4653,Kothanur,1170.0,3.0,80.0,3
4654,Kothanur,1400.0,2.0,65.0,2
4655,Kothanur,1195.0,2.0,59.0,2
4656,Kothanur,1790.0,3.0,120.0,3
4657,Kothanur,1454.0,3.0,71.5,3
4658,Kudlu,1152.0,2.0,53.5,2
4659,Kudlu,1027.0,2.0,43.0,2
4660,Kudlu,1092.0,2.0,44.0,2
4661,Kudlu,1027.0,2.0,43.0,2
4662,Kudlu,1092.0,2.0,44.0,2
4663,Kudlu,1143.0,2.0,55.0,2
4665,Kudlu,1024.0,2.0,44.0,2
4667,Kudlu,1600.0,3.0,79.0,3
4668,Kudlu,1027.0,2.0,42.0,2
4669,Kudlu,1076.0,2.0,50.0,2
4670,Kudlu,1027.0,2.0,44.0,2
4671,Kudlu,1084.0,2.0,53.0,2
4672,Kudlu,1300.0,2.0,56.0,2
4673,Kudlu,1027.0,2.0,44.0,2
4674,Kudlu,1245.0,2.0,60.0,3
4675,Kudlu,1027.0,2.0,44.0,2
4676,Kudlu,1110.0,2.0,46.0,2
4677,Kudlu,2100.0,3.0,114.0,4
4678,Kudlu,1027.0,2.0,44.0,2
4679,Kudlu,720.0,1.0,33.0,1
4680,Kudlu,1027.0,2.0,44.0,2
4681,Kudlu,1162.0,2.0,52.0,2
4682,Kudlu,1041.0,2.0,53.0,2
4683,Kudlu Gate,1535.0,3.0,83.0,3
4684,Kudlu Gate,1535.0,3.0,85.0,3
4686,Kudlu Gate,1535.0,3.0,86.0,3
4687,Kudlu Gate,1564.0,2.0,92.0,3
4689,Kudlu Gate,1238.0,2.0,55.0,2
4690,Kudlu Gate,1335.0,3.0,89.0,3
4691,Kudlu Gate,703.0,1.0,52.0,1
4692,Kudlu Gate,1535.0,3.0,86.0,3
4693,Kudlu Gate,1532.0,3.0,83.0,3
4694,Kudlu Gate,1113.0,2.0,50.0,2
4696,Kudlu Gate,1185.0,2.0,50.0,2
4700,Kudlu Gate,1215.0,2.0,45.0,2
4701,Kudlu Gate,812.0,2.0,38.25,2
4702,Kudlu Gate,1547.0,2.0,103.0,2
4703,Kudlu Gate,1336.0,2.0,86.0,2
4704,Kudlu Gate,1919.0,3.0,121.0,3
4705,Kudlu Gate,1464.0,3.0,56.0,2
4706,Kudlu Gate,1535.0,3.0,85.0,3
4707,Kudlu Gate,1850.0,3.0,120.0,3
4708,Kudlu Gate,940.0,2.0,69.57,2
4709,Kudlu Gate,1215.0,2.0,44.96,2
4710,Kudlu Gate,1164.0,2.0,75.0,2
4712,Kudlu Gate,1183.0,2.0,79.54,2
4713,Kudlu Gate,1850.0,3.0,110.0,3
4715,Kudlu Gate,1183.0,2.0,79.54,2
4716,Kudlu Gate,1200.0,2.0,44.4,2
4718,Kudlu Gate,1310.0,2.0,53.0,2
4719,Kumaraswami Layout,2000.0,4.0,139.0,4
4720,Kumaraswami Layout,1000.0,2.0,48.5,2
4721,Kumaraswami Layout,1000.0,2.0,58.0,2
4722,Kumaraswami Layout,2400.0,7.0,125.0,7
4723,Kumaraswami Layout,2400.0,2.0,125.0,3
4724,Kumaraswami Layout,1310.0,2.0,70.0,3
4725,Kumaraswami Layout,850.0,1.0,78.0,1
4726,Kumaraswami Layout,3200.0,7.0,150.0,7
4727,Kumaraswami Layout,1310.0,2.0,85.0,3
4728,Kumaraswami Layout,2450.0,3.0,110.0,4
4729,Kumaraswami Layout,3100.0,7.0,145.0,7
4730,Kumaraswami Layout,1200.0,3.0,75.0,3
4731,Kumaraswami Layout,1081.0,2.0,60.0,2
4732,Kundalahalli,1724.0,3.0,125.0,3
4733,Kundalahalli,1030.0,2.0,49.0,2
4734,Kundalahalli,735.0,2.0,57.99,2
4735,Kundalahalli,1047.0,2.0,82.0,2
4736,Kundalahalli,1397.0,3.0,105.0,3
4737,Kundalahalli,1724.0,3.0,127.0,3
4738,Kundalahalli,1010.0,2.0,49.27,2
4739,Kundalahalli,1397.0,3.0,110.0,3
4740,Kundalahalli,1397.0,3.0,104.0,3
4741,Kundalahalli,1397.0,3.0,108.0,3
4742,Kundalahalli,1920.0,3.0,150.0,3
4743,Kundalahalli,1397.0,3.0,105.0,3
4745,Kundalahalli,1724.0,3.0,124.0,3
4746,Kundalahalli,1047.0,2.0,84.0,2
4747,Kundalahalli,1047.0,2.0,83.0,2
4748,Kundalahalli,7000.0,4.0,550.0,4
4750,Kundalahalli,1120.0,2.0,53.76,2
4751,Kundalahalli,1047.0,2.0,82.62,2
4752,Kundalahalli,1047.0,2.0,91.0,2
4753,Kundalahalli,1724.0,3.0,146.0,3
4754,Kundalahalli,1600.0,3.0,170.0,3
4756,Kundalahalli,1724.0,3.0,125.0,3
4757,Kundalahalli,1010.0,2.0,48.27,2
4758,Kundalahalli,1047.0,2.0,89.0,2
